time,theta,beta,gamma
3.7240000E+03,0.0000000E+00,0.0000000E+00,1.1293977E-02
3.7250000E+03,0.0000000E+00,0.0000000E+00,1.1300043E-02
3.7260000E+03,0.0000000E+00,0.0000000E+00,1.1306110E-02
3.7270000E+03,0.0000000E+00,0.0000000E+00,1.1312179E-02
3.7280000E+03,0.0000000E+00,0.0000000E+00,1.1318249E-02
3.7290000E+03,0.0000000E+00,0.0000000E+00,1.1324321E-02
3.7300000E+03,0.0000000E+00,0.0000000E+00,1.1330395E-02
3.7310000E+03,0.0000000E+00,0.0000000E+00,1.1336470E-02
3.7320000E+03,0.0000000E+00,0.0000000E+00,1.1342547E-02
3.7330000E+03,0.0000000E+00,0.0000000E+00,1.1348625E-02
3.7340000E+03,0.0000000E+00,0.0000000E+00,1.1354706E-02
3.7350000E+03,0.0000000E+00,0.0000000E+00,1.1360787E-02
3.7360000E+03,0.0000000E+00,0.0000000E+00,1.1366871E-02
3.7370000E+03,0.0000000E+00,0.0000000E+00,1.1372956E-02
3.7380000E+03,0.0000000E+00,0.0000000E+00,1.1379043E-02
3.7390000E+03,0.0000000E+00,0.0000000E+00,1.1385131E-02
3.7400000E+03,0.0000000E+00,0.0000000E+00,1.1391221E-02
3.7410000E+03,0.0000000E+00,0.0000000E+00,1.1397312E-02
3.7420000E+03,0.0000000E+00,0.0000000E+00,1.1403406E-02
3.7430000E+03,0.0000000E+00,0.0000000E+00,1.1409500E-02
3.7440000E+03,0.0000000E+00,0.0000000E+00,1.1415597E-02
3.7450000E+03,0.0000000E+00,0.0000000E+00,1.1421695E-02
3.7460000E+03,0.0000000E+00,0.0000000E+00,1.1427795E-02
3.7470000E+03,0.0000000E+00,0.0000000E+00,1.1433896E-02
3.7480000E+03,0.0000000E+00,0.0000000E+00,1.1439999E-02
3.7490000E+03,0.0000000E+00,0.0000000E+00,1.1446103E-02
3.7500000E+03,0.0000000E+00,0.0000000E+00,1.1452210E-02
3.7510000E+03,0.0000000E+00,0.0000000E+00,1.1458318E-02
3.7520000E+03,0.0000000E+00,0.0000000E+00,1.1464427E-02
3.7530000E+03,0.0000000E+00,0.0000000E+00,1.1470538E-02
3.7540000E+03,0.0000000E+00,0.0000000E+00,1.1476651E-02
3.7550000E+03,0.0000000E+00,0.0000000E+00,1.1482765E-02
3.7560000E+03,0.0000000E+00,0.0000000E+00,1.1488881E-02
3.7570000E+03,0.0000000E+00,0.0000000E+00,1.1494999E-02
3.7580000E+03,0.0000000E+00,0.0000000E+00,1.1501118E-02
3.7590000E+03,0.0000000E+00,0.0000000E+00,1.1507239E-02
3.7600000E+03,0.0000000E+00,0.0000000E+00,1.1513361E-02
3.7610000E+03,0.0000000E+00,0.0000000E+00,1.1519486E-02
3.7620000E+03,0.0000000E+00,0.0000000E+00,1.1525611E-02
3.7630000E+03,0.0000000E+00,0.0000000E+00,1.1531739E-02
3.7640000E+03,0.0000000E+00,0.0000000E+00,1.1537868E-02
3.7650000E+03,0.0000000E+00,0.0000000E+00,1.1543998E-02
3.7660000E+03,0.0000000E+00,0.0000000E+00,1.1550131E-02
3.7670000E+03,0.0000000E+00,0.0000000E+00,1.1556264E-02
3.7680000E+03,0.0000000E+00,0.0000000E+00,1.1562400E-02
3.7690000E+03,0.0000000E+00,0.0000000E+00,1.1568537E-02
3.7700000E+03,0.0000000E+00,0.0000000E+00,1.1574676E-02
3.7710000E+03,0.0000000E+00,0.0000000E+00,1.1580816E-02
3.7720000E+03,0.0000000E+00,0.0000000E+00,1.1586958E-02
3.7730000E+03,0.0000000E+00,0.0000000E+00,1.1593102E-02
3.7740000E+03,0.0000000E+00,0.0000000E+00,1.1599247E-02
3.7750000E+03,0.0000000E+00,0.0000000E+00,1.1605394E-02
3.7760000E+03,0.0000000E+00,0.0000000E+00,1.1611543E-02
3.7770000E+03,0.0000000E+00,0.0000000E+00,1.1617693E-02
3.7780000E+03,0.0000000E+00,0.0000000E+00,1.1623845E-02
3.7790000E+03,0.0000000E+00,0.0000000E+00,1.1629998E-02
3.7800000E+03,0.0000000E+00,0.0000000E+00,1.1636153E-02
3.7810000E+03,0.0000000E+00,0.0000000E+00,1.1642310E-02
3.7820000E+03,0.0000000E+00,0.0000000E+00,1.1648468E-02
3.7830000E+03,0.0000000E+00,0.0000000E+00,1.1654628E-02
3.7840000E+03,0.0000000E+00,0.0000000E+00,1.1660790E-02
3.7850000E+03,0.0000000E+00,0.0000000E+00,1.1666953E-02
3.7860000E+03,0.0000000E+00,0.0000000E+00,1.1673118E-02
3.7870000E+03,0.0000000E+00,0.0000000E+00,1.1679284E-02
3.7880000E+03,0.0000000E+00,0.0000000E+00,1.1685452E-02
3.7890000E+03,0.0000000E+00,0.0000000E+00,1.1691622E-02
3.7900000E+03,0.0000000E+00,0.0000000E+00,1.1697794E-02
3.7910000E+03,0.0000000E+00,0.0000000E+00,1.1703967E-02
3.7920000E+03,0.0000000E+00,0.0000000E+00,1.1710141E-02
3.7930000E+03,0.0000000E+00,0.0000000E+00,1.1716317E-02
3.7940000E+03,0.0000000E+00,0.0000000E+00,1.1722495E-02
3.7950000E+03,0.0000000E+00,0.0000000E+00,1.1728675E-02
3.7960000E+03,0.0000000E+00,0.0000000E+00,1.1734856E-02
3.7970000E+03,0.0000000E+00,0.0000000E+00,1.1741039E-02
3.7980000E+03,0.0000000E+00,0.0000000E+00,1.1747223E-02
3.7990000E+03,0.0000000E+00,0.0000000E+00,1.1753409E-02
3.8000000E+03,0.0000000E+00,0.0000000E+00,1.1759597E-02
3.8010000E+03,0.0000000E+00,0.0000000E+00,1.1765786E-02
3.8020000E+03,0.0000000E+00,0.0000000E+00,1.1771977E-02
3.8030000E+03,0.0000000E+00,0.0000000E+00,1.1778169E-02
3.8040000E+03,0.0000000E+00,0.0000000E+00,1.1784363E-02
3.8050000E+03,0.0000000E+00,0.0000000E+00,1.1790559E-02
3.8060000E+03,0.0000000E+00,0.0000000E+00,1.1796757E-02
3.8070000E+03,0.0000000E+00,0.0000000E+00,1.1802956E-02
3.8080000E+03,0.0000000E+00,0.0000000E+00,1.1809156E-02
3.8090000E+03,0.0000000E+00,0.0000000E+00,1.1815359E-02
3.8100000E+03,0.0000000E+00,0.0000000E+00,1.1821563E-02
3.8110000E+03,0.0000000E+00,0.0000000E+00,1.1827768E-02
3.8120000E+03,0.0000000E+00,0.0000000E+00,1.1833975E-02
3.8130000E+03,0.0000000E+00,0.0000000E+00,1.1840184E-02
3.8140000E+03,0.0000000E+00,0.0000000E+00,1.1846394E-02
3.8150000E+03,0.0000000E+00,0.0000000E+00,1.1852607E-02
3.8160000E+03,0.0000000E+00,0.0000000E+00,1.1858820E-02
3.8170000E+03,0.0000000E+00,0.0000000E+00,1.1865036E-02
3.8180000E+03,0.0000000E+00,0.0000000E+00,1.1871252E-02
3.8190000E+03,0.0000000E+00,0.0000000E+00,1.1877471E-02
3.8200000E+03,0.0000000E+00,0.0000000E+00,1.1883691E-02
3.8210000E+03,0.0000000E+00,0.0000000E+00,1.1889913E-02
3.8220000E+03,0.0000000E+00,0.0000000E+00,1.1896137E-02
3.8230000E+03,0.0000000E+00,0.0000000E+00,1.1902362E-02
3.8240000E+03,0.0000000E+00,0.0000000E+00,1.1908588E-02
3.8250000E+03,0.0000000E+00,0.0000000E+00,1.1914817E-02
3.8260000E+03,0.0000000E+00,0.0000000E+00,1.1921047E-02
3.8270000E+03,0.0000000E+00,0.0000000E+00,1.1927278E-02
3.8280000E+03,0.0000000E+00,0.0000000E+00,1.1933511E-02
3.8290000E+03,0.0000000E+00,0.0000000E+00,1.1939746E-02
3.8300000E+03,0.0000000E+00,0.0000000E+00,1.1945983E-02
3.8310000E+03,0.0000000E+00,0.0000000E+00,1.1952221E-02
3.8320000E+03,0.0000000E+00,0.0000000E+00,1.1958461E-02
3.8330000E+03,0.0000000E+00,0.0000000E+00,1.1964702E-02
3.8340000E+03,0.0000000E+00,0.0000000E+00,1.1970945E-02
3.8350000E+03,0.0000000E+00,0.0000000E+00,1.1977190E-02
3.8360000E+03,0.0000000E+00,0.0000000E+00,1.1983436E-02
3.8370000E+03,0.0000000E+00,0.0000000E+00,1.1989684E-02
3.8380000E+03,0.0000000E+00,0.0000000E+00,1.1995933E-02
3.8390000E+03,0.0000000E+00,0.0000000E+00,1.2002184E-02
3.8400000E+03,0.0000000E+00,0.0000000E+00,1.2008437E-02
3.8410000E+03,0.0000000E+00,0.0000000E+00,1.2014692E-02
3.8420000E+03,0.0000000E+00,0.0000000E+00,1.2020948E-02
3.8430000E+03,0.0000000E+00,0.0000000E+00,1.2027205E-02
3.8440000E+03,0.0000000E+00,0.0000000E+00,1.2033465E-02
3.8450000E+03,0.0000000E+00,0.0000000E+00,1.2039725E-02
3.8460000E+03,0.0000000E+00,0.0000000E+00,1.2045988E-02
3.8470000E+03,0.0000000E+00,0.0000000E+00,1.2052252E-02
3.8480000E+03,0.0000000E+00,0.0000000E+00,1.2058518E-02
3.8490000E+03,0.0000000E+00,0.0000000E+00,1.2064785E-02
3.8500000E+03,0.0000000E+00,0.0000000E+00,1.2071054E-02
3.8510000E+03,0.0000000E+00,0.0000000E+00,1.2077325E-02
3.8520000E+03,0.0000000E+00,0.0000000E+00,1.2083597E-02
3.8530000E+03,0.0000000E+00,0.0000000E+00,1.2089871E-02
3.8540000E+03,0.0000000E+00,0.0000000E+00,1.2096147E-02
3.8550000E+03,0.0000000E+00,0.0000000E+00,1.2102424E-02
3.8560000E+03,0.0000000E+00,0.0000000E+00,1.2108703E-02
3.8570000E+03,0.0000000E+00,0.0000000E+00,1.2114983E-02
3.8580000E+03,0.0000000E+00,0.0000000E+00,1.2121265E-02
3.8590000E+03,0.0000000E+00,0.0000000E+00,1.2127549E-02
3.8600000E+03,0.0000000E+00,0.0000000E+00,1.2133834E-02
3.8610000E+03,0.0000000E+00,0.0000000E+00,1.2140121E-02
3.8620000E+03,0.0000000E+00,0.0000000E+00,1.2146410E-02
3.8630000E+03,0.0000000E+00,0.0000000E+00,1.2152700E-02
3.8640000E+03,0.0000000E+00,0.0000000E+00,1.2158992E-02
3.8650000E+03,0.0000000E+00,0.0000000E+00,1.2165286E-02
3.8660000E+03,0.0000000E+00,0.0000000E+00,1.2171581E-02
3.8670000E+03,0.0000000E+00,0.0000000E+00,1.2177877E-02
3.8680000E+03,0.0000000E+00,0.0000000E+00,1.2184176E-02
3.8690000E+03,0.0000000E+00,0.0000000E+00,1.2190476E-02
3.8700000E+03,0.0000000E+00,0.0000000E+00,1.2196777E-02
3.8710000E+03,0.0000000E+00,0.0000000E+00,1.2203081E-02
3.8720000E+03,0.0000000E+00,0.0000000E+00,1.2209385E-02
3.8730000E+03,0.0000000E+00,0.0000000E+00,1.2215692E-02
3.8740000E+03,0.0000000E+00,0.0000000E+00,1.2222000E-02
3.8750000E+03,0.0000000E+00,0.0000000E+00,1.2228310E-02
3.8760000E+03,0.0000000E+00,0.0000000E+00,1.2234621E-02
3.8770000E+03,0.0000000E+00,0.0000000E+00,1.2240934E-02
3.8780000E+03,0.0000000E+00,0.0000000E+00,1.2247249E-02
3.8790000E+03,0.0000000E+00,0.0000000E+00,1.2253565E-02
3.8800000E+03,0.0000000E+00,0.0000000E+00,1.2259883E-02
3.8810000E+03,0.0000000E+00,0.0000000E+00,1.2266203E-02
3.8820000E+03,0.0000000E+00,0.0000000E+00,1.2272524E-02
3.8830000E+03,0.0000000E+00,0.0000000E+00,1.2278846E-02
3.8840000E+03,0.0000000E+00,0.0000000E+00,1.2285171E-02
3.8850000E+03,0.0000000E+00,0.0000000E+00,1.2291497E-02
3.8860000E+03,0.0000000E+00,0.0000000E+00,1.2297825E-02
3.8870000E+03,0.0000000E+00,0.0000000E+00,1.2304154E-02
3.8880000E+03,0.0000000E+00,0.0000000E+00,1.2310485E-02
3.8890000E+03,0.0000000E+00,0.0000000E+00,1.2316817E-02
3.8900000E+03,0.0000000E+00,0.0000000E+00,1.2323152E-02
3.8910000E+03,0.0000000E+00,0.0000000E+00,1.2329487E-02
3.8920000E+03,0.0000000E+00,0.0000000E+00,1.2335825E-02
3.8930000E+03,0.0000000E+00,0.0000000E+00,1.2342164E-02
3.8940000E+03,0.0000000E+00,0.0000000E+00,1.2348505E-02
3.8950000E+03,0.0000000E+00,0.0000000E+00,1.2354847E-02
3.8960000E+03,0.0000000E+00,0.0000000E+00,1.2361191E-02
3.8970000E+03,0.0000000E+00,0.0000000E+00,1.2367536E-02
3.8980000E+03,0.0000000E+00,0.0000000E+00,1.2373884E-02
3.8990000E+03,0.0000000E+00,0.0000000E+00,1.2380232E-02
3.9000000E+03,0.0000000E+00,0.0000000E+00,1.2386583E-02
3.9010000E+03,0.0000000E+00,0.0000000E+00,1.2392935E-02
3.9020000E+03,0.0000000E+00,0.0000000E+00,1.2399289E-02
3.9030000E+03,0.0000000E+00,0.0000000E+00,1.2405644E-02
3.9040000E+03,0.0000000E+00,0.0000000E+00,1.2412001E-02
3.9050000E+03,0.0000000E+00,0.0000000E+00,1.2418360E-02
3.9060000E+03,0.0000000E+00,0.0000000E+00,1.2424720E-02
3.9070000E+03,0.0000000E+00,0.0000000E+00,1.2431082E-02
3.9080000E+03,0.0000000E+00,0.0000000E+00,1.2437445E-02
3.9090000E+03,0.0000000E+00,0.0000000E+00,1.2443810E-02
3.9100000E+03,0.0000000E+00,0.0000000E+00,1.2450177E-02
3.9110000E+03,0.0000000E+00,0.0000000E+00,1.2456546E-02
3.9120000E+03,0.0000000E+00,0.0000000E+00,1.2462916E-02
3.9130000E+03,0.0000000E+00,0.0000000E+00,1.2469287E-02
3.9140000E+03,0.0000000E+00,0.0000000E+00,1.2475660E-02
3.9150000E+03,0.0000000E+00,0.0000000E+00,1.2482035E-02
3.9160000E+03,0.0000000E+00,0.0000000E+00,1.2488412E-02
3.9170000E+03,0.0000000E+00,0.0000000E+00,1.2494790E-02
3.9180000E+03,0.0000000E+00,0.0000000E+00,1.2501170E-02
3.9190000E+03,0.0000000E+00,0.0000000E+00,1.2507551E-02
3.9200000E+03,0.0000000E+00,0.0000000E+00,1.2513934E-02
3.9210000E+03,0.0000000E+00,0.0000000E+00,1.2520319E-02
3.9220000E+03,0.0000000E+00,0.0000000E+00,1.2526705E-02
3.9230000E+03,0.0000000E+00,0.0000000E+00,1.2533093E-02
3.9240000E+03,0.0000000E+00,0.0000000E+00,1.2539483E-02
3.9250000E+03,0.0000000E+00,0.0000000E+00,1.2545874E-02
3.9260000E+03,0.0000000E+00,0.0000000E+00,1.2552267E-02
3.9270000E+03,0.0000000E+00,0.0000000E+00,1.2558661E-02
3.9280000E+03,0.0000000E+00,0.0000000E+00,1.2565057E-02
3.9290000E+03,0.0000000E+00,0.0000000E+00,1.2571455E-02
3.9300000E+03,0.0000000E+00,0.0000000E+00,1.2577854E-02
3.9310000E+03,0.0000000E+00,0.0000000E+00,1.2584255E-02
3.9320000E+03,0.0000000E+00,0.0000000E+00,1.2590658E-02
3.9330000E+03,0.0000000E+00,0.0000000E+00,1.2597062E-02
3.9340000E+03,0.0000000E+00,0.0000000E+00,1.2603468E-02
3.9350000E+03,0.0000000E+00,0.0000000E+00,1.2609875E-02
3.9360000E+03,0.0000000E+00,0.0000000E+00,1.2616284E-02
3.9370000E+03,0.0000000E+00,0.0000000E+00,1.2622695E-02
3.9380000E+03,0.0000000E+00,0.0000000E+00,1.2629107E-02
3.9390000E+03,0.0000000E+00,0.0000000E+00,1.2635521E-02
3.9400000E+03,0.0000000E+00,0.0000000E+00,1.2641937E-02
3.9410000E+03,0.0000000E+00,0.0000000E+00,1.2648354E-02
3.9420000E+03,0.0000000E+00,0.0000000E+00,1.2654773E-02
3.9430000E+03,0.0000000E+00,0.0000000E+00,1.2661193E-02
3.9440000E+03,0.0000000E+00,0.0000000E+00,1.2667615E-02
3.9450000E+03,0.0000000E+00,0.0000000E+00,1.2674039E-02
3.9460000E+03,0.0000000E+00,0.0000000E+00,1.2680465E-02
3.9470000E+03,0.0000000E+00,0.0000000E+00,1.2686892E-02
3.9480000E+03,0.0000000E+00,0.0000000E+00,1.2693320E-02
3.9490000E+03,0.0000000E+00,0.0000000E+00,1.2699750E-02
3.9500000E+03,0.0000000E+00,0.0000000E+00,1.2706182E-02
3.9510000E+03,0.0000000E+00,0.0000000E+00,1.2712616E-02
3.9520000E+03,0.0000000E+00,0.0000000E+00,1.2719051E-02
3.9530000E+03,0.0000000E+00,0.0000000E+00,1.2725488E-02
3.9540000E+03,0.0000000E+00,0.0000000E+00,1.2731926E-02
3.9550000E+03,0.0000000E+00,0.0000000E+00,1.2738366E-02
3.9560000E+03,0.0000000E+00,0.0000000E+00,1.2744808E-02
3.9570000E+03,0.0000000E+00,0.0000000E+00,1.2751251E-02
3.9580000E+03,0.0000000E+00,0.0000000E+00,1.2757696E-02
3.9590000E+03,0.0000000E+00,0.0000000E+00,1.2764143E-02
3.9600000E+03,0.0000000E+00,0.0000000E+00,1.2770591E-02
3.9610000E+03,0.0000000E+00,0.0000000E+00,1.2777041E-02
3.9620000E+03,0.0000000E+00,0.0000000E+00,1.2783492E-02
3.9630000E+03,0.0000000E+00,0.0000000E+00,1.2789945E-02
3.9640000E+03,0.0000000E+00,0.0000000E+00,1.2796400E-02
3.9650000E+03,0.0000000E+00,0.0000000E+00,1.2802856E-02
3.9660000E+03,0.0000000E+00,0.0000000E+00,1.2809314E-02
3.9670000E+03,0.0000000E+00,0.0000000E+00,1.2815773E-02
3.9680000E+03,0.0000000E+00,0.0000000E+00,1.2822235E-02
3.9690000E+03,0.0000000E+00,0.0000000E+00,1.2828697E-02
3.9700000E+03,0.0000000E+00,0.0000000E+00,1.2835162E-02
3.9710000E+03,0.0000000E+00,0.0000000E+00,1.2841628E-02
3.9720000E+03,0.0000000E+00,0.0000000E+00,1.2848096E-02
3.9730000E+03,0.0000000E+00,0.0000000E+00,1.2854565E-02
3.9740000E+03,0.0000000E+00,0.0000000E+00,1.2861036E-02
3.9750000E+03,0.0000000E+00,0.0000000E+00,1.2867509E-02
3.9760000E+03,0.0000000E+00,0.0000000E+00,1.2873983E-02
3.9770000E+03,0.0000000E+00,0.0000000E+00,1.2880459E-02
3.9780000E+03,0.0000000E+00,0.0000000E+00,1.2886936E-02
3.9790000E+03,0.0000000E+00,0.0000000E+00,1.2893415E-02
3.9800000E+03,0.0000000E+00,0.0000000E+00,1.2899896E-02
3.9810000E+03,0.0000000E+00,0.0000000E+00,1.2906378E-02
3.9820000E+03,0.0000000E+00,0.0000000E+00,1.2912862E-02
3.9830000E+03,0.0000000E+00,0.0000000E+00,1.2919348E-02
3.9840000E+03,0.0000000E+00,0.0000000E+00,1.2925835E-02
3.9850000E+03,0.0000000E+00,0.0000000E+00,1.2932324E-02
3.9860000E+03,0.0000000E+00,0.0000000E+00,1.2938815E-02
3.9870000E+03,0.0000000E+00,0.0000000E+00,1.2945307E-02
3.9880000E+03,0.0000000E+00,0.0000000E+00,1.2951800E-02
3.9890000E+03,0.0000000E+00,0.0000000E+00,1.2958296E-02
3.9900000E+03,0.0000000E+00,0.0000000E+00,1.2964793E-02
3.9910000E+03,0.0000000E+00,0.0000000E+00,1.2971291E-02
3.9920000E+03,0.0000000E+00,0.0000000E+00,1.2977792E-02
3.9930000E+03,0.0000000E+00,0.0000000E+00,1.2984294E-02
3.9940000E+03,0.0000000E+00,0.0000000E+00,1.2990797E-02
3.9950000E+03,0.0000000E+00,0.0000000E+00,1.2997302E-02
3.9960000E+03,0.0000000E+00,0.0000000E+00,1.3003809E-02
3.9970000E+03,0.0000000E+00,0.0000000E+00,1.3010318E-02
3.9980000E+03,0.0000000E+00,0.0000000E+00,1.3016828E-02
3.9990000E+03,0.0000000E+00,0.0000000E+00,1.3023339E-02
4.0000000E+03,0.0000000E+00,0.0000000E+00,1.3029853E-02
4.0010000E+03,0.0000000E+00,0.0000000E+00,1.3036367E-02
4.0020000E+03,0.0000000E+00,0.0000000E+00,1.3042884E-02
4.0030000E+03,0.0000000E+00,0.0000000E+00,1.3049402E-02
4.0040000E+03,0.0000000E+00,0.0000000E+00,1.3055922E-02
4.0050000E+03,0.0000000E+00,0.0000000E+00,1.3062443E-02
4.0060000E+03,0.0000000E+00,0.0000000E+00,1.3068967E-02
4.0070000E+03,0.0000000E+00,0.0000000E+00,1.3075491E-02
4.0080000E+03,0.0000000E+00,0.0000000E+00,1.3082018E-02
4.0090000E+03,0.0000000E+00,0.0000000E+00,1.3088546E-02
4.0100000E+03,0.0000000E+00,0.0000000E+00,1.3095075E-02
4.0110000E+03,0.0000000E+00,0.0000000E+00,1.3101606E-02
4.0120000E+03,0.0000000E+00,0.0000000E+00,1.3108139E-02
4.0130000E+03,0.0000000E+00,0.0000000E+00,1.3114674E-02
4.0140000E+03,0.0000000E+00,0.0000000E+00,1.3121210E-02
4.0150000E+03,0.0000000E+00,0.0000000E+00,1.3127747E-02
4.0160000E+03,0.0000000E+00,0.0000000E+00,1.3134287E-02
4.0170000E+03,0.0000000E+00,0.0000000E+00,1.3140828E-02
4.0180000E+03,0.0000000E+00,0.0000000E+00,1.3147370E-02
4.0190000E+03,0.0000000E+00,0.0000000E+00,1.3153915E-02
4.0200000E+03,0.0000000E+00,0.0000000E+00,1.3160460E-02
4.0210000E+03,0.0000000E+00,0.0000000E+00,1.3167008E-02
4.0220000E+03,0.0000000E+00,0.0000000E+00,1.3173557E-02
4.0230000E+03,0.0000000E+00,0.0000000E+00,1.3180108E-02
4.0240000E+03,0.0000000E+00,0.0000000E+00,1.3186660E-02
4.0250000E+03,0.0000000E+00,0.0000000E+00,1.3193214E-02
4.0260000E+03,0.0000000E+00,0.0000000E+00,1.3199770E-02
4.0270000E+03,0.0000000E+00,0.0000000E+00,1.3206327E-02
4.0280000E+03,0.0000000E+00,0.0000000E+00,1.3212886E-02
4.0290000E+03,0.0000000E+00,0.0000000E+00,1.3219447E-02
4.0300000E+03,0.0000000E+00,0.0000000E+00,1.3226009E-02
4.0310000E+03,0.0000000E+00,0.0000000E+00,1.3232572E-02
4.0320000E+03,0.0000000E+00,0.0000000E+00,1.3239138E-02
4.0330000E+03,0.0000000E+00,0.0000000E+00,1.3245705E-02
4.0340000E+03,0.0000000E+00,0.0000000E+00,1.3252274E-02
4.0350000E+03,0.0000000E+00,0.0000000E+00,1.3258844E-02
4.0360000E+03,0.0000000E+00,0.0000000E+00,1.3265416E-02
4.0370000E+03,0.0000000E+00,0.0000000E+00,1.3271989E-02
4.0380000E+03,0.0000000E+00,0.0000000E+00,1.3278564E-02
4.0390000E+03,0.0000000E+00,0.0000000E+00,1.3285141E-02
4.0400000E+03,0.0000000E+00,0.0000000E+00,1.3291720E-02
4.0410000E+03,0.0000000E+00,0.0000000E+00,1.3298300E-02
4.0420000E+03,0.0000000E+00,0.0000000E+00,1.3304881E-02
4.0430000E+03,0.0000000E+00,0.0000000E+00,1.3311465E-02
4.0440000E+03,0.0000000E+00,0.0000000E+00,1.3318050E-02
4.0450000E+03,0.0000000E+00,0.0000000E+00,1.3324636E-02
4.0460000E+03,0.0000000E+00,0.0000000E+00,1.3331224E-02
4.0470000E+03,0.0000000E+00,0.0000000E+00,1.3337814E-02
4.0480000E+03,0.0000000E+00,0.0000000E+00,1.3344406E-02
4.0490000E+03,0.0000000E+00,0.0000000E+00,1.3350999E-02
4.0500000E+03,0.0000000E+00,0.0000000E+00,1.3357594E-02
4.0510000E+03,0.0000000E+00,0.0000000E+00,1.3364190E-02
4.0520000E+03,0.0000000E+00,0.0000000E+00,1.3370788E-02
4.0530000E+03,0.0000000E+00,0.0000000E+00,1.3377387E-02
4.0540000E+03,0.0000000E+00,0.0000000E+00,1.3383989E-02
4.0550000E+03,0.0000000E+00,0.0000000E+00,1.3390592E-02
4.0560000E+03,0.0000000E+00,0.0000000E+00,1.3397196E-02
4.0570000E+03,0.0000000E+00,0.0000000E+00,1.3403802E-02
4.0580000E+03,0.0000000E+00,0.0000000E+00,1.3410410E-02
4.0590000E+03,0.0000000E+00,0.0000000E+00,1.3417019E-02
4.0600000E+03,0.0000000E+00,0.0000000E+00,1.3423630E-02
4.0610000E+03,0.0000000E+00,0.0000000E+00,1.3430243E-02
4.0620000E+03,0.0000000E+00,0.0000000E+00,1.3436857E-02
4.0630000E+03,0.0000000E+00,0.0000000E+00,1.3443473E-02
4.0640000E+03,0.0000000E+00,0.0000000E+00,1.3450091E-02
4.0650000E+03,0.0000000E+00,0.0000000E+00,1.3456710E-02
4.0660000E+03,0.0000000E+00,0.0000000E+00,1.3463330E-02
4.0670000E+03,0.0000000E+00,0.0000000E+00,1.3469953E-02
4.0680000E+03,0.0000000E+00,0.0000000E+00,1.3476577E-02
4.0690000E+03,0.0000000E+00,0.0000000E+00,1.3483203E-02
4.0700000E+03,0.0000000E+00,0.0000000E+00,1.3489830E-02
4.0710000E+03,0.0000000E+00,0.0000000E+00,1.3496459E-02
4.0720000E+03,0.0000000E+00,0.0000000E+00,1.3503089E-02
4.0730000E+03,0.0000000E+00,0.0000000E+00,1.3509721E-02
4.0740000E+03,0.0000000E+00,0.0000000E+00,1.3516355E-02
4.0750000E+03,0.0000000E+00,0.0000000E+00,1.3522991E-02
4.0760000E+03,0.0000000E+00,0.0000000E+00,1.3529628E-02
4.0770000E+03,0.0000000E+00,0.0000000E+00,1.3536266E-02
4.0780000E+03,0.0000000E+00,0.0000000E+00,1.3542907E-02
4.0790000E+03,0.0000000E+00,0.0000000E+00,1.3549549E-02
4.0800000E+03,0.0000000E+00,0.0000000E+00,1.3556192E-02
4.0810000E+03,0.0000000E+00,0.0000000E+00,1.3562837E-02
4.0820000E+03,0.0000000E+00,0.0000000E+00,1.3569484E-02
4.0830000E+03,0.0000000E+00,0.0000000E+00,1.3576133E-02
4.0840000E+03,0.0000000E+00,0.0000000E+00,1.3582783E-02
4.0850000E+03,0.0000000E+00,0.0000000E+00,1.3589434E-02
4.0860000E+03,0.0000000E+00,0.0000000E+00,1.3596088E-02
4.0870000E+03,0.0000000E+00,0.0000000E+00,1.3602743E-02
4.0880000E+03,0.0000000E+00,0.0000000E+00,1.3609399E-02
4.0890000E+03,0.0000000E+00,0.0000000E+00,1.3616058E-02
4.0900000E+03,0.0000000E+00,0.0000000E+00,1.3622717E-02
4.0910000E+03,0.0000000E+00,0.0000000E+00,1.3629379E-02
4.0920000E+03,0.0000000E+00,0.0000000E+00,1.3636042E-02
4.0930000E+03,0.0000000E+00,0.0000000E+00,1.3642707E-02
4.0940000E+03,0.0000000E+00,0.0000000E+00,1.3649373E-02
4.0950000E+03,0.0000000E+00,0.0000000E+00,1.3656041E-02
4.0960000E+03,0.0000000E+00,0.0000000E+00,1.3662711E-02
4.0970000E+03,0.0000000E+00,0.0000000E+00,1.3669382E-02
4.0980000E+03,0.0000000E+00,0.0000000E+00,1.3676055E-02
4.0990000E+03,0.0000000E+00,0.0000000E+00,1.3682729E-02
4.1000000E+03,0.0000000E+00,0.0000000E+00,1.3689405E-02
4.1010000E+03,0.0000000E+00,0.0000000E+00,1.3696083E-02
4.1020000E+03,0.0000000E+00,0.0000000E+00,1.3702763E-02
4.1030000E+03,0.0000000E+00,0.0000000E+00,1.3709444E-02
4.1040000E+03,0.0000000E+00,0.0000000E+00,1.3716126E-02
4.1050000E+03,0.0000000E+00,0.0000000E+00,1.3722810E-02
4.1060000E+03,0.0000000E+00,0.0000000E+00,1.3729496E-02
4.1070000E+03,0.0000000E+00,0.0000000E+00,1.3736184E-02
4.1080000E+03,0.0000000E+00,0.0000000E+00,1.3742873E-02
4.1090000E+03,0.0000000E+00,0.0000000E+00,1.3749564E-02
4.1100000E+03,0.0000000E+00,0.0000000E+00,1.3756256E-02
4.1110000E+03,0.0000000E+00,0.0000000E+00,1.3762950E-02
